,Region,Area,Site_Name,place_name(googleAPI),lat,lng,tag,tag_zh,Site_Type,rating,formatted_address
88,中部,富士山,青木原樹海,青木ヶ原樹海,35.4625901,138.6543757,"Landscape ,Japan ,Nature ,Sunny ,Sightseeing resort ,Tourism ,Autumn ,Green ,Mountain ,Noted place ,Autumn leaves ,Plant ,Travel ,Tourist attractions ,Tourist attractions ,Daytime ,Winter ,Fresh green ,Landscape ,Snow ,Green ,Red ,World heritage site ,Yellow ,Trip ,Forest ,Asia ,Water ,September ,Light","風景 ,日本 ,自然 ,晴天 ,觀光地 ,觀光 ,秋天 ,綠色 ,山 ,名所 ,紅葉 ,植物 ,旅行 ,觀光名所 ,中午 ,旅遊景點 ,冬 ,鮮綠 ,景色 ,雪 ,綠色 ,紅色 ,世界文化遺產 ,黃色 ,旅 ,森 ,9月 ,亞洲 ,水 ,光",,4.1,日本、〒401-0300 山梨県南都留郡富士河口湖町鳴沢
92,中部,富士山,山中湖,山中湖,35.4185515,138.8774803,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Autumn ,Mountain ,Cloud ,November ,Winter ,Water surface ,Superb view ,Landscape ,Sunny ,Snow ,World heritage site ,Morning ,Lake ,January ,Mt. Fuji ,Yamanashi Prefecture ,Surface of a lake ,Fog ,Mountain climbing ,Hiking ,Mountain ,Outdoor ,Sea of clouds ,Snowcap ,Late autumn","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,秋天 ,山 ,雲 ,11月 ,冬 ,水面 ,絶景 ,景色 ,陽光明媚 ,雪 ,世界文化遺產 ,早上 ,湖 ,1 月 ,富士山 ,山梨縣 ,湖面 ,霧 ,登山 ,健行 ,戶外 ,山岳 ,雲海 ,冠雪 ,晩秋",,4.3,日本、山梨県南都留郡山中湖村 山中湖
96,中部,富士山,忍野八海,忍野八海,35.4601292,138.8328532,"Landscape ,Japan ,Autumn ,Noted place ,Travel ,November ,Night ,Landscape ,Evening ,Mt. Fuji ,Countryside ,Landscape ,Home ,City ,Japanese ,Dusk ,Culture ,Architecture ,Sunset ,Healing ,View ,Fuji ,Volcano ,Old ,Twilight ,Village ,Wisteria ,Twilight ,Twilight ,Healing","風景 ,日本 ,秋天 ,名所 ,旅行 ,11月 ,晚上 ,景色 ,傍晚 ,富士山 ,田舎 ,景觀 ,家 ,都市 ,日本人 ,傍晚 ,文化 ,建築 ,日落 ,癒合 ,眺望 ,富士 ,火山 ,老 ,黄昏 ,村莊 ,藤 ,暮光之城 ,日暮 ,癒合",,4,日本、〒401-0511 山梨県南都留郡忍野村忍草
100,中國,廣島,原爆穹頂,原爆ドーム,34.395483,132.453592,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tree ,Tourism ,Building ,Green ,Summer ,Noted place ,Travel ,Tourist attractions ,April ,Early summer ,Tourist attractions ,Daytime ,Water surface ,Fresh green ,Night view ,City ,River ,October ,Landscape ,Sunny ,Park ,Light up ,Cityscape ,Green","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,木頭 ,觀光 ,建設 ,綠色 ,夏 ,名所 ,旅行 ,觀光名所 ,4月 ,初夏 ,中午 ,旅遊景點 ,水面 ,鮮綠 ,街 ,夜景 ,河 ,10月 ,景色 ,陽光明媚 ,公園 ,亮燈 ,街燈 ,綠色",,4.6,日本、〒730-0051 広島県広島市中区大手町１−１０
101,關西,滋賀,琵琶湖疏水櫻,琵琶湖疏水,35.0124719,135.8580618,"Landscape ,Japan ,Nature ,Blue sky ,Sightseeing resort ,Tourism ,Spring ,Flower ,Noted place ,Travel ,April ,Cherry ,Night view ,In full bloom ,Snow ,Light up ,Trip ,Kyoto-shi ,Asia ,Water ,Fine weather ,Kinki ,Kansai ,January ,Cherry blossom ,River ,Kinki Region ,Prunus yedoensis ,Roadside cherry trees ,Shiga Prefecture","風景 ,日本 ,自然 ,藍藍的天空 ,觀光地 ,觀光 ,春天 ,花 ,名所 ,旅行 ,4月 ,櫻花 ,夜景 ,盛開 ,雪 ,亮燈 ,旅 ,京都市 ,亞洲 ,水 ,晴天 ,近畿 ,關西 ,1 月 ,櫻花 ,河川 ,染井吉野櫻 ,近畿地區 ,櫻花行道樹 ,滋賀縣",,4.1,日本、〒520-0034 滋賀県大津市三井寺町７
102,九州,鹿兒島,白谷雲水峽,白谷雲水峡,30.3799415,130.5741972,"Landscape ,Nature ,Sightseeing resort ,Green ,Plant ,April ,Fresh green ,River ,World heritage site ,Forest ,Water ,September ,Kyushu ,Forest ,Torrent ,Flow ,Clear stream ,Power spot ,Moss ,Rock surface ,Kagoshima Prefecture ,Virgin forest ,World natural heritage site ,Rain ,Yakushima Island ,Momentum ,Shiratani Unsuikyo ,Yakusugi (Yakushima cedar) ,Laurel forest","風景 ,自然 ,觀光地 ,綠色 ,植物 ,4月 ,鮮綠 ,河 ,世界文化遺產 ,森 ,9月 ,水 ,九州 ,森林 ,溪流 ,流 ,清流 ,能量景點 ,苔 ,岩肌 ,鹿兒島縣 ,原生林 ,世界自然文化遺產 ,雨 ,屋久島 ,氣勢 ,白谷雲水峽 ,屋久杉樹 ,照葉樹林",,4.7,日本、〒891-4200 鹿児島県熊毛郡屋久島町宮之浦
106,中部,靜岡,寸又峽,寸又峡,35.1819971,138.1271075,"Landscape ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tree ,Tourism ,Natural landscape ,Autumn ,Spring ,Green ,Summer ,Noted place ,Autumn leaves ,Travel ,April ,Early summer ,November ,May ,Fresh green ,Superb view ,Landscape ,Sunny ,Bridge ,Yellow ,Lake ,Scenic spot ,Forest ,Hot Spring ,Tree","風景 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,木頭 ,觀光 ,自然風景 ,秋天 ,春天 ,綠色 ,夏 ,名所 ,紅葉 ,旅行 ,4月 ,初夏 ,11月 ,5月 ,鮮綠 ,絶景 ,景色 ,陽光明媚 ,橋 ,黃色 ,湖 ,森林 ,風景名勝區 ,溫泉 ,樹木",,4.6,日本、〒428-0402 静岡県榛原郡川根本町犬間 寸又峡
107,東北,岩手,錦秋湖,道の駅 錦秋湖,39.3003219,140.8761161,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tree ,Tourism ,Autumn ,Spring ,Green ,Mountain ,Noted place ,Autumn leaves ,Plant ,Travel ,Tourist attractions ,Early summer ,Tourist attractions ,Winter ,Water surface ,May ,Fresh green ,River ,October ,Landscape ,Snow ,Tohoku ,Bridge ,Red","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,木頭 ,觀光 ,秋天 ,春天 ,綠色 ,山 ,名所 ,紅葉 ,植物 ,旅行 ,觀光名所 ,初夏 ,旅遊景點 ,冬 ,水面 ,5月 ,鮮綠 ,河 ,10月 ,景色 ,雪 ,東北 ,橋 ,紅色",,3.5,日本、〒029-5500 岩手県和賀郡西和賀町杉名畑４４地割２６４
108,中部,岐阜,金華山,金華山,35.4333723,136.7811761,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tourism ,Building ,Spring ,Green ,Mountain ,Summer ,Noted place ,Cloud ,Travel ,Tourist attractions ,April ,Early summer ,Tourist attractions ,Daytime ,May ,Fresh green ,Superb view ,Night view ,Night ,River ,Landscape ,Sunny ,Park ,Cityscape","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,觀光 ,建設 ,春天 ,綠色 ,山 ,夏 ,名所 ,雲 ,旅行 ,觀光名所 ,4月 ,初夏 ,中午 ,旅遊景點 ,5月 ,鮮綠 ,絶景 ,夜景 ,晚上 ,河 ,景色 ,陽光明媚 ,公園 ,街燈",,4.2,日本、〒500-0000 岐阜県岐阜市槻谷 金華山
109,中部,岐阜,長良川,長良川,35.4870969,136.8414991,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tourism ,Building ,Green ,Mountain ,Summer ,Plant ,Travel ,Winter ,Fresh green ,Superb view ,Night view ,City ,Night ,River ,Landscape ,Sunny ,Cityscape ,August ,July ,History ,Evening ,Forest ,Asia ,September","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,觀光 ,建設 ,綠色 ,山 ,夏 ,植物 ,旅行 ,冬 ,鮮綠 ,絶景 ,街 ,夜景 ,晚上 ,河 ,景色 ,陽光明媚 ,街燈 ,7月 ,8月 ,歷史 ,傍晚 ,森 ,9月 ,亞洲",,3.6,日本、長良川
110,中部,岐阜,岐阜城,岐阜城,35.433918,136.7820713,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tree ,Tourism ,Building ,Autumn ,Green ,Mountain ,Autumn leaves ,Cloud ,April ,November ,Fresh green ,Landscape ,Sunny ,Blue ,History ,Asia ,Historic site ,Fine weather ,Historic building ,Kinki ,December ,Castle ,Japanese-style ,Tradition","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,木頭 ,觀光 ,建設 ,秋天 ,綠色 ,山 ,紅葉 ,雲 ,4月 ,11月 ,鮮綠 ,景色 ,陽光明媚 ,藍色 ,歷史 ,亞洲 ,歷史遺址 ,晴天 ,歷史建築 ,12月 ,近畿 ,城 ,日本風格 ,傳統",,4.1,日本、〒502-0828 岐阜県岐阜市 金華山天守閣１８ 金華山頂
111,關西,京都,圓通寺,圓通寺,35.0643868,135.7686777,"Noted place ,Tourist attractions ,Tourist attractions ,October ,Kyoto-shi ,Kyoto ,Garden ,March ,Japanese maple ,Temples and shrines ,Scenic spot ,Moss ,Ancient city ,Woman ,Edo period ,Kimono ,Sightseeing of Kyoto ,Rinzai school ,Karesansui ,Kyoto trip ,Sakyo-ku ,Mt. Hiei ,Graduation trip ,Iwakura ,Entsu-ji Temple ,Borrowing landscape ,Japanese clothes ,Kimono costume ,Detached palace ,Borrowed landscape garden","名所 ,觀光名所 ,旅遊景點 ,10月 ,京都市 ,京都 ,花園 ,3月 ,紅葉 ,寺院 ,名勝 ,苔 ,古都 ,女性 ,江戶時代 ,和服 ,京都觀光 ,京都旅行 ,臨濟宗 ,枯山水 ,左京區 ,比叡山 ,畢業旅行 ,岩倉 ,圓通寺 ,借景 ,和服 ,和裝 ,離宮 ,借景庭園",,4.4,日本、〒606-0015 京都府京都市左京区岩倉幡枝町３８９
112,關西,京都,石塀小路,石塀小路,34.9999354,135.7797946,"Landscape ,Japan ,Sightseeing resort ,Tree ,Tourism ,Building ,Autumn ,Noted place ,Autumn leaves ,Travel ,Tourist attractions ,Tourist attractions ,May ,Night view ,Night ,Landscape ,Cityscape ,August ,History ,Kyoto Prefecture ,Road ,Trip ,Kyoto-shi ,Kyoto ,Historic building ,Kinki ,Harmony ,December ,Kansai ,Townscape","風景 ,日本 ,觀光地 ,木頭 ,觀光 ,建設 ,秋天 ,名所 ,紅葉 ,旅行 ,觀光名所 ,旅遊景點 ,5月 ,夜景 ,晚上 ,景色 ,街燈 ,8月 ,歷史 ,京都府 ,道路 ,旅 ,京都市 ,京都 ,歷史建築 ,12月 ,近畿 ,和 ,市區街道 ,關西",,4.3,日本、〒605-0825 京都府京都市東山区下河原町４６３−２９
113,關東,東京,淺草寺,浅草寺,35.7147651,139.7966553,"Landscape ,Japan ,Blue sky ,Sunny ,Sightseeing resort ,Tourism ,Building ,Summer ,Noted place ,Travel ,Tourist attractions ,Daytime ,Buildings ,Night view ,City ,Night ,Sunny ,Light up ,Cityscape ,August ,July ,Temple ,Trip ,Asia ,Tokyo Metropolitan Area ,Fine weather ,Kanto ,December ,Townscape ,January","風景 ,日本 ,藍藍的天空 ,晴天 ,觀光地 ,觀光 ,建設 ,夏 ,名所 ,旅行 ,中午 ,旅遊景點 ,建築物 ,街 ,夜景 ,晚上 ,陽光明媚 ,亮燈 ,街燈 ,7月 ,8月 ,寺 ,旅 ,亞洲 ,東京都 ,晴天 ,關東 ,12月 ,市區街道 ,1 月",,4.4,日本、〒111-0032 東京都台東区浅草２丁目３−１
117,關東,東京,六義園,六義園,35.7327591,139.7477067,"Autumn leaves ,November ,Night ,Light up ,Tokyo Metropolitan Area ,December ,Japanese garden ,Late autumn ,Bunkyo-ku ,Special place of scenic beauty ,Rikugien Garden","紅葉 ,11月 ,晚上 ,亮燈 ,東京都 ,12月 ,日本庭園 ,晩秋 ,特別名勝 ,文京區 ,六義園",,4.3,日本、〒113-0021 東京都文京区本駒込６丁目１６−３
121,關東,東京,代代木公園,代々木公園,35.671736,139.6949447,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Tree ,Autumn ,Spring ,Green ,Summer ,Autumn leaves ,Cloud ,Plant ,November ,Daytime ,Winter ,Water surface ,Fresh green ,In full bloom ,Park ,Green ,July ,Beautiful ,Red ,Yellow ,Evening ,Pond ,Water ,February ,Leaf","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,木頭 ,秋天 ,春天 ,綠色 ,夏 ,紅葉 ,雲 ,植物 ,中午 ,11月 ,冬 ,水面 ,鮮綠 ,盛開 ,公園 ,綠色 ,7月 ,紅色 ,美麗 ,黃色 ,傍晚 ,池 ,水 ,2月 ,葉",,4.3,日本、〒151-0052 東京都渋谷区代々木神園町２−１
125,關東,東京,上野恩賜公園,上野恩賜公園,35.7153358,139.7739818,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tourism ,Building ,Spring ,Green ,Flower ,Summer ,Noted place ,Cloud ,Plant ,Travel ,Tourist attractions ,April ,Daytime ,Buildings ,Cherry ,May ,Fresh green ,Night view ,City ,Night ,Pink ,In full bloom ,Landscape ,Sunny","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,觀光 ,建設 ,春天 ,綠色 ,花 ,夏 ,名所 ,雲 ,植物 ,旅行 ,觀光名所 ,4月 ,中午 ,建築物 ,櫻花 ,5月 ,鮮綠 ,街 ,夜景 ,晚上 ,粉色 ,盛開 ,景色 ,陽光明媚",,4.3,日本、〒110-0007 東京都台東区上野公園５−２０
129,關東,東京,明治神宮,明治神宮,35.6763976,139.6993259,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tree ,Tourism ,Building ,Green ,Flower ,Noted place ,Cloud ,Plant ,Travel ,Early summer ,Tourist attractions ,Winter ,October ,Snow ,Green ,June ,Morning ,Shrine ,Forest ,Asia ,Historic site ,Tokyo Metropolitan Area ,Garden ,Harmony","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,木頭 ,觀光 ,建設 ,綠色 ,花 ,名所 ,雲 ,植物 ,旅行 ,初夏 ,旅遊景點 ,冬 ,10月 ,雪 ,綠色 ,6月 ,早上 ,神社 ,森 ,亞洲 ,歷史遺址 ,東京都 ,花園 ,和",,4.5,日本、〒151-8557 東京都渋谷区代々木神園町１−１
133,關東,東京,小石川後樂園,小石川後楽園,35.7055284,139.7492893,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Tree ,Autumn ,Spring ,Green ,Autumn leaves ,Cloud ,Plant ,Early summer ,November ,Daytime ,Water surface ,Fresh green ,Sunny ,Park ,Bridge ,Green ,June ,Beautiful ,Yellow ,Pond ,Asia ,Water ,Tokyo Metropolitan Area ,Kanto ,Leaf","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,木頭 ,秋天 ,春天 ,綠色 ,紅葉 ,雲 ,植物 ,初夏 ,中午 ,11月 ,水面 ,鮮綠 ,陽光明媚 ,公園 ,橋 ,綠色 ,6月 ,美麗 ,黃色 ,池 ,亞洲 ,水 ,東京都 ,關東 ,花園",,4.3,日本、〒112-0004 東京都文京区後楽１丁目６−６
137,關東,東京,台場公園,台場公園(品川台場跡),35.6335944,139.7720333,"Landscape ,Japan ,Blue sky ,Sunny ,Sightseeing resort ,Tourism ,Green ,Summer ,Noted place ,Cloud ,Travel ,Sea ,Tourist attractions ,Daytime ,City ,Sunny ,Park ,Bridge ,June ,August ,Trip ,Asia ,Tokyo Metropolitan Area ,Fine weather ,Kanto ,Townscape ,Blue ,City ,Building ,Tokyo","風景 ,日本 ,藍藍的天空 ,晴天 ,觀光地 ,觀光 ,綠色 ,夏 ,名所 ,雲 ,旅行 ,海 ,中午 ,旅遊景點 ,街 ,陽光明媚 ,公園 ,橋 ,6月 ,8月 ,旅 ,亞洲 ,東京都 ,晴天 ,關東 ,市區街道 ,藍色 ,都市 ,大樓 ,東京",,4.2,日本、〒135-0091 東京都港区台場１丁目１０
138,關東,東京,千鳥淵,千鳥ヶ淵緑道,35.6933424,139.7478117,"Landscape ,Nature ,Sunny ,Sightseeing resort ,Tourism ,Spring ,Flower ,Noted place ,Tourist attractions ,April ,Tourist attractions ,Cherry ,Water surface ,Superb view ,Night view ,Pink ,In full bloom ,Landscape ,Light up ,Beautiful ,Tokyo Metropolitan Area ,Fine weather ,March ,Beautiful ,Cherry blossom ,Cherry blossom ,Prunus yedoensis ,Stone wall ,Pink ,Bloom","風景 ,自然 ,晴天 ,觀光地 ,觀光 ,春天 ,花 ,名所 ,觀光名所 ,4月 ,旅遊景點 ,櫻花 ,水面 ,絶景 ,夜景 ,粉色 ,盛開 ,景色 ,亮燈 ,美麗 ,東京都 ,晴天 ,3月 ,漂亮 ,櫻花 ,櫻花 ,石垣 ,染井吉野櫻 ,桃色 ,盛開",,4.5,日本、〒102-0074 東京都千代田区九段南２丁目
142,九州,熊本,阿蘇山,阿蘇山,32.8985064,131.0874754,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tourism ,Mountain ,Summer ,Noted place ,Cloud ,Plant ,Travel ,Tourist attractions ,Tourist attractions ,Daytime ,Green ,August ,Trip ,Asia ,Kyushu ,Fine weather ,View ,View ,Kumamoto Prefecture ,Grass ,Glassland ,Orient ,Aso ,Kumamoto","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,觀光 ,山 ,夏 ,名所 ,雲 ,植物 ,旅行 ,觀光名所 ,中午 ,旅遊景點 ,綠色 ,8月 ,旅 ,亞洲 ,九州 ,晴天 ,展望 ,眺望 ,熊本縣 ,草 ,草原 ,東洋 ,阿蘇 ,熊本",,4.4,日本、〒869-2223 熊本県阿蘇市竹原 阿蘇山
143,九州,長崎,原城跡,原城温泉 真砂,32.6349154,130.2586829,"Landscape ,Japan ,Blue sky ,Sightseeing resort ,Tourist attractions ,Tourist attractions ,Superb view ,Sunny ,June ,Blue ,July ,World heritage site ,History ,Asia ,Kyushu ,World cultural heritage ,Historic site ,Fine weather ,Scenic spot ,Castle ,Stone wall ,Important cultural property ,Nagasaki ,Nagasaki Prefecture ,Village ,Cultural property ,Castle building ,Edo period ,Stone statue","風景 ,日本 ,藍藍的天空 ,觀光地 ,觀光名所 ,旅遊景點 ,絶景 ,陽光明媚 ,藍色 ,7月 ,6月 ,世界文化遺產 ,歷史 ,亞洲 ,九州 ,世界文化遺產 ,歷史遺址 ,晴天 ,城 ,風景名勝區 ,石垣 ,重要文化財 ,長崎 ,長崎縣 ,文化財 ,村莊 ,城 ,江戶時代 ,石像",,3.7,日本、〒859-2414 長崎県南島原市南有馬町１３３
144,九州,熊本,熊本城,熊本城,32.8061859,130.7058335,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tourism ,Building ,Autumn ,Spring ,Flower ,Travel ,November ,Cherry ,Winter ,Superb view ,Landscape ,Snow ,History ,Shrine ,Asia ,September ,Kyushu ,Historic site ,Historic building ,Snowscape ,March ,Castle ,January ,Snow coverage","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,觀光 ,建設 ,秋天 ,春天 ,花 ,旅行 ,11月 ,櫻花 ,冬 ,絶景 ,景色 ,雪 ,歷史 ,神社 ,9月 ,亞洲 ,九州 ,歷史遺址 ,歷史建築 ,雪景 ,3月 ,城 ,1 月 ,積雪",,4.4,日本、〒860-0002 熊本県熊本市中央区１丁目１
148,九州,熊本,草千里,草千里展望所,32.8849771,131.0503191,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tourism ,Autumn ,Green ,Mountain ,Summer ,Noted place ,Cloud ,Travel ,Tourist attractions ,Early summer ,Tourist attractions ,November ,Daytime ,Winter ,May ,Fresh green ,Superb view ,October ,Landscape ,Sunny ,Snow ,July ,Lake ,Trip","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,觀光 ,秋天 ,綠色 ,山 ,夏 ,名所 ,雲 ,旅行 ,觀光名所 ,初夏 ,中午 ,11月 ,旅遊景點 ,冬 ,5月 ,鮮綠 ,絶景 ,10月 ,景色 ,陽光明媚 ,雪 ,7月 ,湖 ,旅",,4.3,日本、〒869-2231 熊本県阿蘇市永草
149,關東,群馬,榛名湖,榛名湖,36.4763945,138.8674138,"Landscape ,Japan ,Blue sky ,Sunny ,Sightseeing resort ,Tourism ,Autumn ,Spring ,Autumn leaves ,Cloud ,November ,Winter ,Water surface ,May ,Fresh green ,October ,Landscape ,Snow ,Lake ,Pond ,Fine weather ,Kanto ,Snowscape ,White ,Snow coverage ,Surface of a lake ,Red ,Mountain climbing ,Trekking ,Hiking","風景 ,日本 ,藍藍的天空 ,晴天 ,觀光地 ,觀光 ,秋天 ,春天 ,紅葉 ,雲 ,11月 ,冬 ,水面 ,5月 ,鮮綠 ,10月 ,景色 ,雪 ,湖 ,池 ,晴天 ,關東 ,雪景 ,白色 ,積雪 ,湖面 ,紅 ,登山 ,遠足  ,健行",,4.1,日本、〒370-3348 群馬県高崎市榛名湖町 榛名湖
150,關東,群馬,富岡製絲場,富岡製糸場,36.255121,138.8874275,"Landscape ,Japan ,Sightseeing resort ,Tourism ,Building ,April ,Tourist attractions ,Cherry ,Night view ,October ,Light up ,June ,July ,World heritage site ,History ,World cultural heritage ,Historic site ,Kanto ,Historic building ,Cultural heritage ,Cherry blossom ,Background ,Important cultural property ,Gunma Prefecture ,Architecture ,National treasure ,Architectural structure ,Material ,Brick","風景 ,日本 ,觀光地 ,觀光 ,建設 ,4月 ,旅遊景點 ,櫻花 ,夜景 ,10月 ,亮燈 ,6月 ,7月 ,世界文化遺產 ,歷史 ,世界文化遺產 ,歷史遺址 ,關東 ,歷史建築 ,文化遺產 ,櫻花 ,背景 ,重要文化財 ,群馬縣 ,建築 ,國寶 ,建築物 ,素材 ,磚頭",,3.7,日本、〒370-2316 群馬県富岡市富岡１−１
151,關東,群馬,碓冰峠的眼鏡橋,碓氷峠,36.3446613,138.6509013,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tourism ,Autumn ,Noted place ,Autumn leaves ,Travel ,Tourist attractions ,Early summer ,Tourist attractions ,November ,Buildings ,Winter ,May ,Fresh green ,Sunny ,Snow ,Bridge ,World heritage site ,History ,Forest ,Nagano Prefecture ,February ,Historic building ,Kanto ,January","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,觀光 ,秋天 ,名所 ,紅葉 ,旅行 ,觀光名所 ,初夏 ,11月 ,旅遊景點 ,建築物 ,冬 ,5月 ,鮮綠 ,陽光明媚 ,雪 ,橋 ,世界文化遺產 ,歷史 ,森 ,長野縣 ,2月 ,關東 ,歷史建築 ,1 月",,4.1,日本、〒389-0102 長野県北佐久郡軽井沢町
152,關東,群馬,尾瀨之原,尾瀬国立公園,36.9525734,139.3018763,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tree ,Tourism ,Autumn ,Green ,Mountain ,Summer ,Noted place ,Autumn leaves ,Cloud ,Plant ,Travel ,Tourist attractions ,Early summer ,Tourist attractions ,Daytime ,Water surface ,Fresh green ,Superb view ,October ,Landscape ,Sunny ,Snow ,Park ,Green","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,木頭 ,觀光 ,秋天 ,綠色 ,山 ,夏 ,名所 ,紅葉 ,雲 ,植物 ,旅行 ,觀光名所 ,初夏 ,中午 ,旅遊景點 ,水面 ,鮮綠 ,絶景 ,10月 ,景色 ,陽光明媚 ,公園 ,雪 ,藍色",,4.6,日本、〒378-0411 群馬県利根郡片品村
153,中部,靜岡,三保海岸,三保の松原,34.9940656,138.5227956,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tourism ,Natural landscape ,Green ,Mountain ,Noted place ,Cloud ,Plant ,Tourist attractions ,Sea ,Tourist attractions ,November ,Daytime ,Winter ,Water surface ,Superb view ,Landscape ,Sunny ,Snow ,Blue ,Beautiful ,World heritage site ,Coast ,World cultural heritage ,Fine weather","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,觀光 ,自然風景 ,綠色 ,山 ,名所 ,雲 ,植物 ,觀光名所 ,海 ,11月 ,中午 ,旅遊景點 ,冬 ,水面 ,絶景 ,景色 ,陽光明媚 ,雪 ,藍色 ,美麗 ,世界文化遺產 ,海岸 ,世界文化遺產 ,晴天",,4,日本、〒424-0901 静岡県静岡市清水区三保
154,東北,福島,第一只見川橋梁,第一只見川橋梁,37.4846391,139.6712167,"Landscape ,Japan ,Nature ,Blue sky ,Sightseeing resort ,Tourism ,Natural landscape ,Autumn ,Green ,Summer ,Noted place ,Autumn leaves ,Plant ,Travel ,Tourist attractions ,Early summer ,Tourist attractions ,November ,Winter ,May ,Fresh green ,Superb view ,Landscape ,Sunny ,Tohoku ,Green ,June ,Trip ,Vehicle ,Snowscape","風景 ,日本 ,自然 ,藍藍的天空 ,觀光地 ,觀光 ,自然風景 ,秋天 ,綠色 ,夏 ,名所 ,紅葉 ,植物 ,旅行 ,觀光名所 ,初夏 ,11月 ,旅遊景點 ,冬 ,5月 ,鮮綠 ,絶景 ,景色 ,陽光明媚 ,東北 ,綠色 ,6月 ,旅 ,遊樂設施 ,紅葉",,4.8,日本、〒969-7402 福島県大沼郡三島町
